Feature	Gain	Cover	Frequency
rf_020_015	0.0647040256111653	0.00163287574781869	0.00405846780713385
rf_001_023	0.0407328222025247	0.00101517422484315	0.0012935355560586
rf_002_016	0.024841480293346	0.00211643012969421	0.00606249678993934
rf_019_021	0.0167471452052041	0.000550109459432393	0.00175578429153248
ctrx_quarter	0.0152573255951858	0.00158018245844888	0.000740929557477682
rf_014_025	0.0143601103989014	0.000597415822148809	0.00105289989746828
rf_005_023	0.013655991687185	0.00125169078445138	0.000392816312244265
ctrx_quarter_normalizado	0.0123190248193966	0.00171257406612362	0.000701933264978856
rf_016_029	0.0110090133829978	0.000895935995650642	0.000302459049137231
m_y_sp_rank	0.00905756859601928	0.000638156628182663	0.000486978091692648
mcaja_ahorro_rank	0.00817474993524582	0.00507628876096565	0.000900719243814332
c_e_sp	0.00790664008350385	0.00108834801112811	0.000494587124375346
mcuentas_saldo_rank	0.00775341596406423	0.00614294543178852	0.00168254735196151
rf_013_015	0.00706501363710314	0.00181725820410471	0.00459966025669072
m_e_sp_rank	0.00704402933585836	0.00066207779628022	0.000601113581933113
mpasivos_margen_rank	0.00615315702528698	0.00256155804602803	0.00148946814763806
ccomisiones_mantenimiento_tend6	0.0057087629815301	0.0127632833032334	0.00168920525555887
rf_013_023	0.00537018864373862	0.000812063488985988	0.00131350926685068
vm_status01	0.0048127933284848	0.00836912269234955	0.00143715604794452
mcuentas_saldo_rank_delta2	0.00443017015494973	0.00311384816050474	0.00389011795902916
rf_018_022	0.00417805528508791	0.000430917086906611	0.000976809570641308
thomebanking	0.00417120824797969	0.00170573270622443	0.00602920727195254
rf_015_029	0.00414172578937371	0.000743735918616766	0.000892159082046297
cdescubierto_preacordado	0.00409446060711126	0.00303468155214544	0.00389011795902916
mrentabilidad_annual_rank_delta2	0.00398036370823779	0.00471141730678739	0.00502386382875111
rf_012_023	0.00351632776435413	0.000351073429496797	0.00050695180248473
mrentabilidad_annual_rank_delta1	0.00339782094994182	0.00392371024525217	0.00473376945772326
rf_018_012	0.00330882412365017	0.00103149313450741	0.00105670441380963
Master_mfinanciacion_limite_rank_delta2	0.00320628582532572	0.00305550682676767	0.00610624872786485
rf_008_023	0.00319282011719019	0.000476141045329537	0.00154938928001431
rf_018_023	0.00313557022069602	0.00104328009801532	0.000178812268043394
Master_mlimitecompra_rank_delta2	0.00311522937656559	0.00219104612709685	0.00612527130957159
mpayroll_rank	0.00310923605657516	0.00126129946154445	0.000210199527859522
rf_002_024	0.00308236818056571	0.000647626598333396	0.000644865519858624
Visa_mfinanciacion_limite_rank_delta2	0.00293494043745748	0.0029909412084835	0.00617853453835048
Master_mlimitecompra_rank_delta1	0.00292959767439955	0.002390334652935	0.00624606470340942
r_time_alta_master	0.00287244774219663	0.00186368239445765	0.00486026962607311
Visa_mlimitecompra_rank_delta1	0.00284167090769172	0.00272877447600262	0.00605203437000063
thomebanking_lag2	0.00283129742888245	0.00117291177862016	0.00549467272599303
mcomisiones_mantenimiento_rank	0.00281528141420596	0.00334260357401416	0.00344403841800601
Visa_mfinanciacion_limite_rank_delta1	0.00280653190976482	0.0024856364600561	0.00611290663146221
thomebanking_lag1	0.0027956800176976	0.00116617416469219	0.00515892415886899
r_time_alta_visa_delta2	0.00276764472196143	0.00184016616725597	0.00428293427127343
r_time_alta_master_delta1	0.00276421767549709	0.00229146805844674	0.00447886686285289
Visa_mlimitecompra_rank_delta2	0.00275787288662887	0.0028645442230415	0.00623560228347071
mprestamos_personales_rank	0.00274460176214404	0.00279917317598901	0.0015722163780624
rm_anclaje_pesado	0.00274358927017793	0.00362984547087518	0.000875989887595565
rf_008_025	0.00273353354100625	0.000518823274830242	0.000308165823649254
mcuenta_corriente_rank	0.00271151309108677	0.00350285973888967	0.00307785372015119
Master_mfinanciacion_limite_rank_delta1	0.00270492006865016	0.00220440803971849	0.00589414694183465
r_time_alta_master_lag2	0.00268700593601238	0.00155259967341104	0.00430481024023618
tcallcenter_delta2	0.0026675111482013	0.00404498767493646	0.00114515941874599
m_anclaje_pesado_rank_delta2	0.0026659507687325	0.0050782228890537	0.00138103943190962
cliente_edad_lag2	0.00263520999388318	0.00459683286605167	0.0044893292827916
mcuentas_saldo_rank_delta1	0.00263148168132071	0.00397006555585984	0.00352678664843035
cliente_edad_lag1	0.00259568354545369	0.00412651552265161	0.00427342298042006
Master_mfinanciacion_limite_rank	0.00255135683693559	0.00603004243374795	0.00387965553909045
mpasivos_margen_rank_lag1	0.00253988180450032	0.00297004686462564	0.00128687765246124
r_time_alta_master_lag1	0.00253642711962412	0.00162430481467332	0.00416594539377695
r_time_alta_master_delta2	0.00253445239191956	0.00161834809051226	0.00413360700487549
rf_019_015	0.0025156044552587	0.00154153874221129	0.00427342298042006
mactivos_margen_rank_delta2	0.00247410403400128	0.00401744136679261	0.00418306571731302
mcuenta_corriente_rank_delta2	0.00246977659543401	0.00465966748991198	0.00278966160729402
m_anclaje_pesado_rank	0.00246692848437203	0.00211817448318834	0.00140671991721372
mrentabilidad_annual_rank_lag2	0.00243288518699501	0.00277465445004628	0.00326617727904796
mcomisiones_rank_delta2	0.00241037295455988	0.00197271363075049	0.00327663969898667
rm_e_sp_delta2	0.00240229052555856	0.00207952337682677	0.00493065317838807
cliente_edad	0.00239678533108054	0.00356182004288241	0.00372367036909515
Master_fechaalta	0.00238928561518511	0.00137900111342081	0.0033260984114242
Master_Fvencimiento_lag1	0.00238605768774963	0.00242989616572343	0.00362094842787874
Master_Fvencimiento	0.00238416721252098	0.00323203320228534	0.00398713312573356
rf_004_027	0.00235823507734528	0.000279315704660059	0.000806557464365949
Master_Fvencimiento_lag2	0.00234860437085764	0.00193707958987515	0.00377312908153269
