fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230730 023802	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1908	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.168783978684123	0.0117617348222565	708	22070	30455	221551407.185629	11
20230730 024730	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1378	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.254083102746933	0.518724568608673	127	36458	29008	223931449.101796	12
20230730 025319	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	463	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0823924633855076	0.342089507692201	220	1440	25301	239491730.538922	13
20230730 025759	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1204	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0671204196454602	0.843301454745338	969	19143	30153	229175730.538922	14
20230730 032223	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4227	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0260735282233902	0.408307612569737	182	42699	28232	220722443.113772	15
20230730 032623	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	423	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.26703711593261	0.463673581181875	925	11021	28537	229493910.179641	16
20230730 035519	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5177	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0201965727375227	0.372800034319133	8	102	27801	237843467.065868	17
20230730 040104	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	894	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.149534551456157	0.335006453558688	8	104	27944	236094227.54491	18
20230730 045939	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3638	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0206717057511254	0.521531961894373	290	102	25174	250116562.874251	19
20230730 053333	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2080	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0203103265796288	0.998465041207149	456	102	26156	248512359.281437	20
20230730 060944	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2441	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.020167602105695	0.992791162102104	442	105	26483	248366568.862275	21
20230730 063419	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2052	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0200010801058693	0.402865278875159	346	112	26427	248231095.808383	22
20230730 065311	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1401	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.020178167337595	0.895354690040318	307	108	26574	247016922.155689	23
20230730 072034	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1668	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0203680926326457	0.61850223635244	457	108	29300	247914131.736527	24
20230730 073341	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2247	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0202391769111697	0.074349636268519	280	129	27818	245502646.706587	25
20230730 081506	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2700	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0201734631955516	0.996362170724208	563	106	26540	248730658.682635	26
20230730 083530	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2465	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0200326481504759	0.535423690435036	295	4033	28539	237677610.778443	27
20230730 092915	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4833	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0201033209943542	0.993478160934078	553	104	24969	248325335.329341	28
20230730 101154	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2934	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0202062738937352	0.974212400514165	546	101	26641	248902389.221557	29
20230730 105523	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2951	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0201078815811748	0.821665627005458	554	104	27975	247870209.580838	30
20230730 110926	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	261	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0203378157513548	0.930995183401084	1022	103	27789	241951083.832335	31
20230730 114749	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2623	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.020237894427756	0.9956875252342	477	101	25078	248890311.377245	32
20230730 122609	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2570	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.020237894427756	0.9956875252342	477	101	25298	249489233.532934	33
20230730 130423	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2570	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.020237894427756	0.9956875252342	477	101	25336	248845413.173653	34
20230730 134314	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2623	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.020237894427756	0.9956875252342	477	101	25078	248891029.94012	35
20230730 135047	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	421	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.244320528744162	0.555244259873355	300	101	25292	241173101.796407	36
20230730 140048	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	938	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.128952673617905	0.984991165758849	503	101	26529	244881263.473054	37
20230730 145403	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4890	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0200098456934049	0.780182135952571	382	101	25221	249524544.91018	38
20230730 155433	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5173	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0211178794245185	0.998048911251502	679	133	25400	248925988.023952	39
20230730 164508	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3829	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0204477398247222	0.997603047602162	762	105	27013	248686508.982036	40
20230730 165642	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1002	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.116208137041992	0.997942782338252	737	103	27345	242508233.532934	41
20230730 173835	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2691	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0229894600032225	0.998572404397847	853	111	27591	247476580.838323	42
20230730 174404	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	324	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.299487028666029	0.853017023052382	1024	117	25818	235464323.353293	43
20230730 182248	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2715	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0202932149491499	0.790100055207661	441	102	25564	248568838.323353	44
20230730 183304	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3796	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.299786749325378	0.0164318392550723	1024	49981	28462	214627413.173653	45
20230730 191203	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2623	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.020237894427756	0.9956875252342	477	101	25078	248890311.377245	46
20230730 192237	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	757	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.105892201199857	0.508959561503806	298	104	27466	246288946.107784	47
20230730 201004	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3858	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.020575254625183	0.664707166824854	424	104	26022	249836035.928144	48
20230730 210305	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4170	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.020236042633291	0.999059214156223	624	107	25117	249333071.856287	49
20230730 212941	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1714	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0201830240529104	0.632143971706516	423	102	27745	247806197.60479	50
20230730 221026	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2999	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0204417447369854	0.772678329135683	395	101	26398	248314263.473054	51
20230730 230540	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4183	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0202743991824067	0.997561716045023	595	102	25199	249524916.167665	52
20230730 234830	801	200895	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2732	1	1	1	FALSE	1	0.1	50	0.5	TRUE	666707	0.0201055692732124	0.991523887877536	611	104	27249	247578269.461078	53
