Feature	Gain	Cover	Frequency
rf_002_016	0.0758780350313568	0.00207804051609222	0.00230504009607562
rf_001_023	0.0720805956346311	0.00277976694779235	0.00480378104056096
rf_020_015	0.0397750860049961	0.0011569401446166	0.00174330763568744
rf_014_025	0.0331827736594067	0.00179404759334066	0.00426141866501375
mcaja_ahorro_rank	0.02409454980354	0.00291105648495129	0.0014333862782319
rf_005_023	0.0151018211220039	0.00239624618965417	0.000852283733002751
mcuentas_saldo_rank	0.0129401811710734	0.00741261972068213	0.00213070933250688
rf_002_024	0.0105231917454417	0.00145533171774948	0.000929764072366637
rf_016_029	0.00949115590077444	0.00177832653358699	0.00106535466625344
rf_012_023	0.00876910466958215	0.00114967148476787	0.00100724441173052
rf_013_023	0.00859214942366128	0.00232926615494456	0.00569480494324565
rf_019_021	0.00849208643348896	0.00210997486575483	0.00575291519776857
mpasivos_margen_rank	0.00807591547803399	0.00337299979222928	0.0015689768721187
rf_018_022	0.007758323202532	0.00182314978293082	0.00319606399876031
rf_013_015	0.0075596739765454	0.000865688663754571	0.00137527602370898
ctrx_quarter_normalizado	0.00740215979756912	0.00162146306851052	0.000891023902684694
ccomisiones_mantenimiento_tend6	0.00719248007027646	0.00628421331329354	0.000929764072366637
ctrx_quarter_normalizado_lag1	0.00712048672952882	0.00176413726468963	0.00100724441173052
vm_status01	0.00693061150632007	0.00429856696869597	0.00123968542982218
rf_015_029	0.00581430367296135	0.00219366409388801	0.00375779645914849
rm_y_sp	0.00521439014650653	0.00357531924280066	0.00122031534498121
rf_017_021	0.00508765953001088	0.00127677522892738	0.00362220586526169
rf_008_025	0.00473486029643912	0.0014283894634675	0.000832913648161779
thomebanking	0.00463285434928834	0.00262262889910314	0.00581102545229148
mtarjeta_visa_consumo_rank	0.00438593571756917	0.000485272812621896	0.000891023902684694
cdescubierto_preacordado	0.00429963484846951	0.00298241240900761	0.00211133924766591
rf_018_023	0.00410623264051148	0.00183317989068417	0.000813543563320807
mcomisiones_rank_delta2	0.00395778289061272	0.00276308071286483	0.00342850501685197
mrentabilidad_annual_rank_delta2	0.00380021201054641	0.00307784904039851	0.00362220586526169
rf_006_017	0.00364153859389223	0.0010455804187068	0.0019757486537791
mprestamos_personales_rank	0.00359741442975182	0.00328902128704591	0.00123968542982218
rf_008_023	0.00355506440656375	0.00136432699443564	0.00400960756208112
thomebanking_lag2	0.00339155933613951	0.00228349058718468	0.00643086816720257
mcuentas_saldo_rank_delta2	0.00338265935913481	0.00346504223956448	0.00366094603494363
rm_status_SP_delta1	0.0033123870288231	0.000756283165028364	0.000135590593886801
mrentabilidad_annual_rank_delta1	0.00303434716839421	0.00215117159106295	0.00350598535621586
Visa_mfinanciacion_limite_rank_delta2	0.00296764524881043	0.0043283983201206	0.00604346647038314
r_time_alta_master_lag2	0.002903838087081	0.00270779940940132	0.00608220664006508
rm_anclaje_pesado	0.00289817077388092	0.00411657129716592	0.000794173478479836
rf_010_023	0.00282103348012823	0.00159575598131591	0.00375779645914849
Visa_mconsumospesos_rank_delta1	0.0027944474085482	0.00300808919098743	0.00581102545229148
Master_mlimitecompra_rank_delta1	0.00275397863132678	0.00249796426556375	0.00629527757331577
r_time_alta_visa_delta2	0.00270366710302168	0.00277973664257757	0.00499748188897067
Master_mlimitecompra_rank_delta2	0.00270321895887314	0.0022664875250117	0.00584976562197342
cproductos_tend6	0.00263902142494038	0.00401342152944281	0.000581102545229148
Visa_Fvencimiento_lag1	0.00263497914641595	0.00212549940078234	0.00302173323519157
Master_mfinanciacion_limite_rank_delta2	0.00261581321405391	0.0028034151170614	0.00575291519776857
rf_008_021	0.00260660943501119	0.00133601825046889	0.00125905551466315
Visa_msaldototal_rank	0.00258508215195604	0.00134655528181498	0.00242126060512145
mcomisiones_otras_rank_lag2	0.00258467292453322	0.00238440695241226	0.0032735443381242
mpasivos_margen_rank_lag1	0.00258118167276571	0.00188432315482002	0.00139464610854996
Visa_mconsumospesos_rank_lag2	0.00256605005474253	0.00258150747766206	0.00548173400999496
tcallcenter_delta2	0.00255529046195085	0.00165227979858552	0.000736063223956921
Visa_mpagominimo_rank_lag2	0.00251803786934311	0.00155366020130255	0.00275055204741797
Master_fechaalta_lag2	0.00251366070316428	0.0026693393368221	0.00501685197381165
mrentabilidad_annual_rank	0.00250320764853069	0.00278880708519612	0.00216944950218882
Master_fechaalta	0.0024833846893349	0.0024535854927034	0.00478441095571999
mprestamos_personales_rank_delta1	0.00245625535843324	0.00411304762719251	0.000987874326889552
mcuentas_saldo_rank_delta1	0.00244038717207749	0.00441321986127885	0.00346724518653392
Visa_mpagospesos_rank	0.00243348569784221	0.00165642702131159	0.00462945027699221
cliente_edad_lag2	0.00242681108398096	0.00372317930406704	0.00331228450780614
r_time_alta_master_lag1	0.00242628830715338	0.00224870571065278	0.0048425212102429
Visa_mlimitecompra_rank_delta1	0.00241732260443951	0.00289055546632047	0.00548173400999496
Visa_mfinanciacion_limite_rank_delta1	0.0024156934376542	0.00405708307888662	0.00567543485840468
r_time_alta_master_delta2	0.00241397548411075	0.00218732295727961	0.00544299384031302
Visa_mconsumospesos_rank_delta2	0.00241230967253925	0.00247668357640715	0.00559795451904079
Visa_mconsumospesos_rank	0.00238346636512862	0.00229003100353877	0.00515244256769845
r_time_alta_visa_lag2	0.00233748513872577	0.00247394233197904	0.00441637934374153
Visa_fechaalta	0.00231363430725523	0.00266515538050235	0.00406771781660404
r_time_alta_master_delta1	0.00231333785035253	0.00284355391487163	0.00526866307674428
thomebanking_lag1	0.00229856513032917	0.00211826655618744	0.00575291519776857
r_time_alta_visa_lag1	0.00228647208698072	0.00188855210979202	0.00433889900437764
Visa_mpagominimo_rank	0.00227954358716791	0.00139261828994539	0.00282803238678185
Visa_mconsumospesos_rank_lag1	0.00227149013366319	0.00209226835526295	0.00490063146476582
Master_Fvencimiento	0.00224122842755312	0.00310780253102211	0.00437763917405958
Master_Fvencimiento_lag1	0.00223966243893795	0.00274905031676012	0.00449385968310541
Visa_mlimitecompra_rank_delta2	0.00222154814472001	0.00290875237028794	0.00513307248285748
Visa_mpagominimo_rank_lag1	0.00222144450136323	0.0016910631267891	0.00290551272614574
ctarjeta_visa_transacciones_tend6	0.00220964851062751	0.00329342839994724	0.0015689768721187
mcuenta_corriente_rank	0.0022023646879676	0.00261421231445203	0.00269244179289505
r_time_alta_visa	0.00219746899912756	0.00192906650859761	0.00391275713787626
Visa_fechaalta_lag2	0.00218343785883188	0.00214852401729872	0.00377716654398946
mcomisiones_rank_lag2	0.0021783648029975	0.00171544504959183	0.00249874094448534
Master_fechaalta_lag1	0.00217520086432642	0.00217855097510968	0.00472630070119707
r_time_alta_master	0.00216537447734377	0.0020899973008339	0.00486189129508387
r_time_alta_visa_delta1	0.00215936122586322	0.00226392260183324	0.00439700925890055
mcuenta_corriente_rank_lag2	0.00214729827825716	0.00302771870510828	0.00257622128384922
vmr_Master_mlimitecompra_delta1	0.0020798658423267	0.00153389569122495	0.00048425212102429
mrentabilidad_rank_delta1	0.00207326629598171	0.00266409286130526	0.00315732382907837
Visa_mpagospesos_rank_delta1	0.00206471501049036	0.00226167175088072	0.00515244256769845
Visa_mpagospesos_rank_lag1	0.00205259742119299	0.00213147503813365	0.00453259985278736
rm_e_sp_delta2	0.00204122575643916	0.00267792214098459	0.00360283578042072
rf_005_022	0.00203368759385253	0.000960714797236137	0.00193700848409716
Master_mfinanciacion_limite_rank	0.00200889399558457	0.00264435314640339	0.00420330841049084
mcomisiones_mantenimiento_rank	0.00199264396603686	0.00315248068267092	0.0032735443381242
Master_mfinanciacion_limite_rank_lag1	0.00197666777875242	0.00196314150843171	0.00404834773176307
rm_e_sp	0.00197115164463228	0.00366036945057955	0.00294425289582768
Master_mfinanciacion_limite_rank_delta1	0.00196806162131342	0.00213987784768713	0.0052492929919033
Visa_mpagospesos_rank_delta2	0.00195708399164078	0.00369684131740104	0.00478441095571999
