Feature	Gain	Cover	Frequency
rf_042_058	0.0382419579559509	0.00291272727029306	0.00281938453553939
m_e_sp_rank	0.0303112637598229	0.00183769410713575	0.00111037976770009
rf_027_054	0.0257659979982796	0.0020315197910072	0.00140830011660658
ctrx_quarter_normalizado	0.0251249764305398	0.00278002183727735	0.000893761046719479
ctrx_quarter	0.0222172396789679	0.00246626622693294	0.00088318069787981
rf_021_074	0.0217331567807157	0.00160258698476449	0.0041124145358401
c_e_sp	0.0208645271901236	0.00113764156269418	0.00065876593038576
m_y_sp_rank	0.0192301858940708	0.00319425485932308	0.00132866907007643
rf_024_062	0.0189793012563214	0.00294000631172872	0.00114657569794106
mcaja_ahorro_rank	0.0171097333940952	0.00278068766614797	0.00127688104680858
rf_024_045	0.0165465441202253	0.00205685899885555	0.00189722360509238
vm_status06_delta2	0.0158733950937916	0.00250080533781178	0.00038144941869336
cdescubierto_preacordado	0.013290637441718	0.0060401446706313	0.00268629488434565
mcuentas_saldo_rank	0.0123594991137599	0.00649236485423952	0.0024095352331185
m_e_sp_rank_lag1	0.0121091942703781	0.0015476082026977	0.00117219127934237
foto_mes	0.0102997599898824	0.0101833034022186	0.00340854290776943
vm_status01	0.00794489641623071	0.00418647321311746	0.00131084953518857
rf_043_049	0.00769397640764268	0.00115810984204849	0.00179476127948715
rf_001_045	0.00758880909214871	0.00151304886813544	0.00132811220961119
rf_049_064	0.00685673395069371	0.00163130046178738	0.000894317907184725
ctrx_quarter_lag1	0.00665799551884532	0.00209280522782219	0.000975062674645363
mcuenta_corriente_rank	0.00598456902012182	0.00424011950287642	0.003101712791419
thomebanking	0.00576492114976124	0.00358053133683452	0.0091614683742236
mcaja_ahorro_rank_lag1	0.00574872014718106	0.00232819020264235	0.00154306034919606
rf_006_073	0.00546476932059764	0.00175397312342855	0.000902670814163412
mcuentas_saldo_rank_delta2	0.00516306038027083	0.00377632417179271	0.00691843442021359
rf_002_051	0.00509864049292846	0.00141308384150334	0.000995666511859457
mrentabilidad_annual_rank_delta1	0.00504056387142101	0.00412035645090441	0.00953289430454253
rf_057_059	0.00498966042513421	0.00102552456721322	0.000712224535049355
m_anclaje_pesado_rank	0.0049822849426809	0.00469247436224204	0.000971164651388643
mrentabilidad_annual_rank_delta2	0.0049558599806668	0.00478567852611146	0.0102740755837847
ccomisiones_mantenimiento_tend6	0.00476899944205573	0.00683730310390598	0.000899329651371937
mpasivos_margen_rank	0.00443472484689411	0.00303601392063364	0.00323981418679996
rf_022_058	0.00433306742216734	0.00143452732162234	0.0036697104659697
mprestamos_personales_rank	0.00423365444575952	0.00265635528446158	0.00106193290722371
rf_004_063	0.00414078235964568	0.00110239293435416	0.00255487581454765
cproductos_tend6	0.0040659063689191	0.00450226839746096	0.00072336174435427
mactivos_margen_rank_delta2	0.00405885935988864	0.00453166168719698	0.00849546325778964
rf_045_060	0.00404182904212913	0.00114853169597174	0.00274031034947449
mrentabilidad_annual_rank_lag2	0.00395354459164579	0.00361615759685226	0.00636602883868977
mactivos_margen_rank	0.00394194968753645	0.00410840501093946	0.00400494046604766
ctarjeta_visa_transacciones_tend6	0.00391197547521	0.00478360728710327	0.00241287639590997
