Feature	Gain	Cover	Frequency
rf_002_016	0.0552877604285533	0.00152698164907536	0.00197169661313404
rf_001_023	0.0462039954152367	0.0025972615072661	0.00469072984576244
rf_017_015	0.0426910375321305	0.00114190172971341	0.00201939895054858
rf_020_015	0.0413949166790605	0.00121222242011336	0.00225791063762124
m_y_sp_rank	0.0189296675814929	0.00116392888485015	0.000842741294323422
rf_010_024	0.0157145535917947	0.00116786512368199	0.000580378438543489
rf_012_015	0.0152586318849526	0.000871713178103723	0.0016457306408014
rf_019_015	0.0143107920548779	0.000890273753682179	0.00154237557640324
mpasivos_margen_rank	0.0141549031961651	0.00257084197470444	0.00148672284941962
rf_008_025	0.0139420161961752	0.00167990202022072	0.0006439815550962
rf_015_029	0.0137490297181541	0.0019767695785419	0.00376848465574813
rf_019_021	0.0123887832434162	0.00218505516958425	0.00544601685482589
rf_016_029	0.0121559989795139	0.00127272045906415	0.000620130386388933
mcuentas_saldo_rank	0.0113148857649416	0.004181749806195	0.00201939895054858
rf_013_023	0.00941699375144155	0.00209396228902612	0.00527110828430593
rf_018_022	0.00904159500142235	0.00195361258617863	0.00330736206074098
rf_005_023	0.00893143358898377	0.00224649842701546	0.000985848306567022
rf_002_024	0.00852429155477791	0.00151182275378891	0.00105740181268882
mpayroll_rank	0.00815204915448164	0.000701076044756765	0.000198759739227222
rm_y_sp	0.00811874646046112	0.00169032326906904	0.0009301955795834
vm_status01	0.00787001171818541	0.00191591606860991	0.000914294800445222
ctrx_quarter	0.00775501538289842	0.00295390768142157	0.00112895531881062
c_e_sp	0.0075827310330667	0.000949323973584751	0.000532676101128955
rf_008_023	0.00658891210899677	0.00208077274230836	0.00554142152965495
m_y_sp_rank_lag1	0.00613058987872623	0.000652721912261974	0.0005724280489744
rf_012_023	0.0059001214599374	0.00153024222262932	0.00106535220225791
rf_005_022	0.00582873802905321	0.00129749649145655	0.0016457306408014
mtarjeta_visa_consumo_rank	0.00527350349637576	0.000891119779534026	0.000874542852599777
