Feature	Gain	Cover	Frequency
rf_013_015	0.142681262824385	0.00499749720688719	0.0041042565795041
m_y_sp_rank	0.0610547703279292	0.00166781988181132	0.000761614623000762
rf_001_023	0.0438851457407353	0.00278513541447824	0.00482355927900482
rf_002_016	0.0434349301529858	0.00139442410011616	0.00194634848100195
rf_019_021	0.0360943111849484	0.00273965064062178	0.00596598121350597
rf_005_023	0.0310349270742206	0.00386031145851022	0.0013962934755014
rf_020_015	0.0280397414494631	0.0013178225638783	0.00279258695100279
ctrx_quarter_normalizado	0.0159262531686968	0.00298227998754601	0.00148091732250148
mcuentas_saldo_rank	0.0141131921973908	0.0052698792137488	0.00291952272150292
rf_008_023	0.0106608606475652	0.00203578007624187	0.00545823813150546
rf_016_029	0.0103698700162063	0.00156436104029908	0.000507743082000508
mpasivos_margen_rank	0.00940542041562468	0.00323596068226059	0.0022002200220022
rf_018_022	0.009394978273408	0.00269140388846383	0.00406194465600406
mpayroll_rank	0.00809818409163175	0.000970746932422109	0.000253871541000254
cdescubierto_preacordado	0.00785095568538128	0.00469910337494835	0.00283489887450284
rf_013_023	0.00782828198336675	0.00216140229099282	0.00571210967250571
vm_status01	0.00699928702188207	0.00247853349821506	0.000888550393500889
mpayroll_sobre_edad_rank	0.00611359078566069	0.00063879263128964	0.000296183464500296
rf_003_017	0.00598276991311697	0.000820608081676506	0.000592366929000592
mrentabilidad_annual_rank_lag2	0.00554819556968644	0.00522822400151657	0.00385038503850385
thomebanking	0.00549465021263305	0.00306576786553866	0.00715071507150715
m_anclaje_pesado_rank	0.00491348495641413	0.00177944273048124	0.000803926546500804
rf_015_029	0.00448267985133617	0.00345926018808961	0.00452737581450453
rf_011_025	0.00432680887873158	0.00142189161655518	0.00372344926800372
mcuentas_saldo_rank_delta2	0.00406066231847	0.00382353049399552	0.00406194465600406
ccomisiones_mantenimiento_tend6	0.00406058515000092	0.0047746522110626	0.00105779808750106
mcomisiones_otras_rank_delta2	0.00388342945576647	0.00333031787506952	0.00372344926800372
rf_005_022	0.00378288451455628	0.00103227121550293	0.00143860539900144
mrentabilidad_annual_rank_delta2	0.00367285744037615	0.00321074281861428	0.0041042565795041
mprestamos_personales_rank	0.00355553199489657	0.00324391403490739	0.00101548616400102
vm_mpagominimo_rank	0.00349724875743758	0.00195781672728292	0.00169247694000169
tcallcenter_delta2	0.0034165788370049	0.00242860036510869	0.00135398155200135
