Feature	Gain	Cover	Frequency
rf_007_015	0.12758811726301	0.00207298843042696	0.0023477485091797
rf_010_029	0.0469337014238935	0.00146291406836306	0.00237122599427149
rf_006_016	0.0263521309212131	0.00132634664887297	0.00167864018406348
rf_014_015	0.0242558900412984	0.00197066650706095	0.00280555946846974
ctrx_quarter	0.0235074886210308	0.00164279491312967	0.000504765929473635
rf_004_025	0.0205241766299632	0.00140638207457761	0.000516504672019533
rf_006_025	0.0196143844737855	0.00242789406241346	0.000716063295299808
rf_003_015	0.0188308734993055	0.00176145620864267	0.0015847302436963
rf_015_015	0.0177738008342599	0.00101632368864028	0.00183124383716016
vm_status01	0.0128234419907497	0.00218019702746433	0.000833450720758792
foto_mes	0.0126774440232799	0.00592865900192191	0.00349814527867775
rf_009_025	0.0107491309398911	0.00152860595306792	0.000281729821101564
ctarjeta_visa_delta2	0.0106752798640604	0.00078944051575744	0.000129126168004883
mtarjeta_visa_consumo_rank	0.0102910296081708	0.00109761324152452	0.000798234493121097
cdescubierto_preacordado_tend6	0.0101618876245861	0.000831365669871224	0.000129126168004883
rf_017_024	0.00858213813132645	0.000806088883977171	0.00193689252007325
cdescubierto_preacordado_delta2	0.0080385000907025	0.00160523096927402	0.00038737850401465
cdescubierto_preacordado	0.00556883306305103	0.00319472944602719	0.00267643330046485
mprestamos_personales_rank	0.00555950132640179	0.00489218514076165	0.00109170305676856
rf_009_024	0.0053936279853879	0.00127796512103834	0.00165516269897169
mcuentas_saldo_rank	0.0051896598773855	0.00538881791638414	0.00200732497534864
mcomisiones_mantenimiento_rank_tend6	0.00492179678992494	0.00286929274114904	0.00205427994553223
rf_002_023	0.00430282814992512	0.0013515353283639	0.00531765037329201
vm_status02_tend6	0.0042716000971251	0.00127858197925327	0.00038737850401465
mprestamos_personales_rank_tend6	0.00425850805661645	0.00234384270830077	0.000798234493121097
cpayroll_trx	0.0038100959693337	0.000403861382247672	3.52162276376955e-05
mactivos_margen_rank	0.00370443728108236	0.00414324567575012	0.00326337042775978
mrentabilidad_annual_rank_lag2	0.00360239119192217	0.00350976483282837	0.00550547025402639
rf_013_022	0.00334285009827155	0.000971734364717729	0.00122082922477344
mrentabilidad_annual_rank_delta2	0.00329471023587987	0.00297483888261858	0.00710193924026858
mcomisiones_otras_rank_delta2	0.00326832312356314	0.00214106644517166	0.00557590270930178
mcuenta_corriente_rank	0.00324486583167127	0.0024060545601718	0.00219514485608302
mcuentas_saldo_rank_tend6	0.00319495560541287	0.00354126213489051	0.00345119030849415
thomebanking	0.00313383042942195	0.00198958398368857	0.0046485420481758
mcuentas_saldo_rank_delta2	0.00303650226077974	0.00305086370938872	0.00510635300746584
rf_007_027	0.00300952301470187	0.000994013718616683	0.00221862234117481
mpasivos_margen_rank	0.00291949773179578	0.00233164751210614	0.00196037000516505
tcallcenter	0.00283630397779616	0.00166824133503282	0.00138517162041602
mrentabilidad_annual_rank_delta1	0.0027781025827399	0.00300938475694327	0.00659717331079495
Visa_mpagospesos_rank_tend6	0.00274393423212024	0.00351986373162974	0.00555242522420998
mprestamos_personales_rank_delta2	0.00272600676708187	0.00404067077248016	0.00115039676949805
ctrx_quarter_normalizado_delta2	0.00260144412291284	0.00214885700156839	0.00247687467718458
ctrx_quarter_delta2	0.0025370383303397	0.00250240293744181	0.00264121707282716
mactivos_margen_rank_delta2	0.00253498932610195	0.00330995799360997	0.00595154247077053
mactivos_margen_rank_delta1	0.00252990313967265	0.0029440185370901	0.00547025402638869
rf_020_013	0.00252371496602212	0.00161949796996219	0.00116213551204395
mprestamos_personales_rank_delta1	0.00250081320349108	0.00417459465969735	0.000915621918580082
thomebanking_lag2	0.00241352324501534	0.0019045107313713	0.0061745785791426
mcuenta_debitos_automaticos_rank	0.0024121523349766	0.00281231613319803	0.000950838146217777
rf_017_023	0.0023896945325105	0.000549601619465358	0.000363901018922853
mrentabilidad_rank_delta2	0.00237447423596601	0.00256661753743637	0.00586937127294924
mcomisiones_otras_rank_lag1	0.00236839104659192	0.00180408111129401	0.00358031647649904
mpasivos_margen_rank_delta2	0.00234204609650502	0.00280385497027867	0.00550547025402639
mrentabilidad_rank_delta1	0.00233464964446599	0.00242806676003503	0.00488331689909377
Master_mfinanciacion_limite_rank_tend6	0.00232944138439855	0.00340919256428889	0.00588111001549514
Master_mfinanciacion_limite_rank_delta2	0.00231218196119825	0.00248463050387565	0.00615110109405081
rf_002_024	0.00230756053848056	0.00068924777377041	0.000422594731652345
Visa_fechaalta	0.00226095062770903	0.00192478030677736	0.0030990280321172
cproductos_delta2	0.00225012636417267	0.000906897917213854	0.000199558623280274
rf_004_023	0.00224333708862986	0.00114413194826453	0.00394421749542189
Master_mlimitecompra_rank_tend6	0.00224296289758815	0.00211761324637548	0.00562285767948537
Master_fechaalta_lag1	0.00223389004545867	0.00351602299549045	0.00470723576090529
Visa_mpagominimo_rank	0.00220159066238913	0.00152008786683535	0.00246513593463868
mcomisiones_rank_delta2	0.00215386618572519	0.00223222765717663	0.00535286660092971
