Feature	Gain	Cover	Frequency
rf_033_015	0.0735019079612243	0.00310916625130225	0.00160509201605092
rf_033_024	0.0368243379685331	0.00415449649321843	0.001383700013837
rf_005_016	0.0286343918584412	0.000844844345779606	0.0008302200083022
m_y_sp_rank	0.0228376494619877	0.00356970528103758	0.00066417600664176
cdescubierto_preacordado_tend12	0.0210113351186446	0.00201314210624051	0.00049813200498132
vm_Finiciomora_tend12	0.0204422769557125	0.00309150200881792	0.00141137401411374
m_e_sp_rank	0.0194031782565778	0.0028299233083749	0.00080254600802546
rf_009_022	0.0191460655222789	0.000657411381719867	0.0011069600110696
mcaja_ahorro_rank	0.018253985082473	0.00267645583777191	0.00146672201466722
m_y_sp_rank_lag1	0.0176418643025387	0.00127102214546485	0.0006918500069185
vmr_pagominimo_saldo_lag1	0.015967383823089	0.000759638477471885	0.00102393801023938
rf_027_027	0.015721881695643	0.0031058682945601	0.00088556800885568
estado_tend12	0.015499751386246	0.00117466825436674	0.00024906600249066
rf_021_024	0.0144520923924387	0.00179493640966289	0.00099626400996264
rf_043_019	0.012370792697992	0.00563562015986965	0.00071952400719524
rf_013_015	0.0120288380173295	0.00102126135104443	0.0005534800055348
c_e_sp	0.0120061096953508	0.00148907756232348	0.00066417600664176
cdescubierto_preacordado	0.0118076986341888	0.00474642599205122	0.00282274802822748
mcaja_ahorro_rank_lag1	0.0118071617378839	0.00137246733128504	0.0011069600110696
rf_024_023	0.0114218455485539	0.00397132418688855	0.00121765601217656
m_e_sp_rank_lag1	0.00971807152651392	0.000612244129088364	0.00024906600249066
mcuentas_saldo_rank	0.00759724031530092	0.00672596008840894	0.00243531202435312
rf_034_021	0.00724442820558793	0.00123049352682611	0.00196485401964854
ctrx_quarter_normalizado	0.00694403159097362	0.000791637583575328	0.00058115400581154
rf_049_025	0.00693466126233216	0.00247493847629137	0.00060882800608828
rf_005_021	0.00569700340743332	0.00105367759721634	0.00154974401549744
cproductos_delta3	0.00503792967335198	0.00129516526540992	0.00047045800470458
mprestamos_personales_rank	0.00484046058946126	0.0041583896487264	0.00202020202020202
mcuentas_saldo_rank_tend12	0.00430599656390537	0.00171567296575843	0.00243531202435312
m_anclaje_pesado_rank	0.00396316652118265	0.00699431640417833	0.00149439601494396
ctrx_quarter	0.00393282994579293	0.00077031243605783	0.00049813200498132
foto_mes	0.00372666435133	0.00828492682792364	0.00293344402933444
rf_004_025	0.00358828771513994	0.00152856287539797	0.00127300401273004
mpasivos_margen_rank_tend12	0.0035395510069948	0.000886106602682857	0.00199252801992528
rf_005_023	0.0035357048444444	0.00185662213576971	0.00049813200498132
mcuenta_corriente_rank_delta2	0.00340389907681587	0.000339046529402122	0.00094091600940916
rf_026_015	0.00327955043272616	0.000634250544665275	0.00060882800608828
rf_047_026	0.00321660539281097	0.000862917986649907	0.0004151100041511
mcuentas_saldo_rank_delta2	0.00316293277247341	0.00213808967393118	0.00268437802684378
internet_tend12	0.00315166287796591	0.00171973006277802	0.00257368202573682
mcuenta_corriente_rank_delta3	0.00304079628913354	0.000985436943003107	0.00160509201605092
Visa_msaldopesos_rank	0.00290701630141286	0.00147702011953667	0.00171578801715788
mcomisiones_rank_delta3	0.00286067544964066	0.000722596348313671	0.00296111802961118
ccaja_ahorro_tend6	0.00284690351487704	0.00920140314024164	0.00116230801162308
mactivos_margen_rank	0.00277908956290374	0.00662925053530922	0.0031825100318251
rf_032_025	0.00269262695135213	0.00289630869114826	0.00044278400442784
vm_status01	0.00262074951149745	0.0015771938478556	0.00107928601079286
vm_status06_delta1	0.00257774833775064	0.00260412894138147	0.00033208800332088
mpasivos_margen_rank	0.00257399635267504	0.0037408629515309	0.00224159402241594
mcuenta_corriente_rank	0.00248247738585769	0.00357840738755316	0.00260135602601356
